text_original,text_processed,true_label,predicted,true_sentiment,predicted_sentiment
Jess is invited just not NOT_me NOT_I NOT_feel NOT_really NOT_unloved NOT_by NOT_u NOT_AND NOT_Aj NOT_right NOT_now NOT_hahaha!,Jess is invited just not NOT_me NOT_I NOT_feel NOT_really NOT_unloved NOT_by NOT_u NOT_AND NOT_Aj NOT_right NOT_now NOT_hahaha!,0,1,negative,neutral
remember the guy who 1st HASHTAG_tweetbud you! ~> _2890 help him get 900 flwrs & make him smile!,remember the guy who 1st HASHTAG_tweetbud you! ~> _2890 help him get 900 flwrs & make him smile!,2,1,positive,neutral
Sinse i had dis thing..not 1 reply not NOT_1 NOT_message. NOT_Nuffin! NOT_pshh NOT_who NOT_cares..i NOT_know NOT_im NOT_special NOT_X,Sinse i had dis thing..not 1 reply not NOT_1 NOT_message. NOT_Nuffin! NOT_pshh NOT_who NOT_cares..i NOT_know NOT_im NOT_special NOT_X,1,0,neutral,negative
"Didn`t think of that. Why can`t people just be nice? Why would anyone think it`s ok to say that, much less make a movie.","Didn`t think of that. Why can`t people just be nice? Why would anyone think it`s ok to say that, much less make a movie.",0,1,negative,neutral
So vacation is good so far?,So vacation is good so far?,1,2,neutral,positive
URL - impossible to know them closely,URL - impossible to know them closely,1,0,neutral,negative
"Its not NOT_looking NOT_too NOT_good NOT_outside NOT_if NOT_this NOT_continues, NOT_i NOT_feel NOT_a NOT_movie NOT_night NOT_coming NOT_on...","Its not NOT_looking NOT_too NOT_good NOT_outside NOT_if NOT_this NOT_continues, NOT_i NOT_feel NOT_a NOT_movie NOT_night NOT_coming NOT_on...",0,1,negative,neutral
Yes PM PM you are right,Yes PM PM you are right,2,1,positive,neutral
Woke up early!! Dang man I know i`m not NOT_going NOT_back NOT_to NOT_sleep,Woke up early!! Dang man I know i`m not NOT_going NOT_back NOT_to NOT_sleep,1,0,neutral,negative
I actually drove in today - no NOT_incidents NOT_to NOT_report NOT_to NOT_quote NOT_Ice NOT_Cube NOT_- NOT_Today NOT_was NOT_a NOT_good NOT_day,I actually drove in today - no NOT_incidents NOT_to NOT_report NOT_to NOT_quote NOT_Ice NOT_Cube NOT_- NOT_Today NOT_was NOT_a NOT_good NOT_day,2,1,positive,neutral
Finally able to get Flight Control for my Ipod. Best game app! 123 ** chopper lol,Finally able to get Flight Control for my Ipod. Best game app! 123 ** chopper lol,2,1,positive,neutral
why yes jeeves. bring me that noose there TOO MANY ASSIGNMENTS!,why yes jeeves. bring me that noose there TOO MANY ASSIGNMENTS!,0,1,negative,neutral
"Bank Holiday Bliss - Jeremy Kyle, without even bothering the Sky+","Bank Holiday Bliss - Jeremy Kyle, without even bothering the Sky+",2,0,positive,negative
lol. sound like don`t call me babe have done that too !! have you thought that over ?,lol. sound like don`t call me babe have done that too !! have you thought that over ?,1,0,neutral,negative
On my way home n having 2 deal w underage girl drinking gin on da bus while talking bout keggers..** i feel old,On my way home n having 2 deal w underage girl drinking gin on da bus while talking bout keggers..** i feel old,0,1,negative,neutral
Still in same queue barely 1 metre from where i last twittered. This is insane. And i paid for this,Still in same queue barely 1 metre from where i last twittered. This is insane. And i paid for this,0,1,negative,neutral
Theres a spider above my bed calming my fear by listening to green day love,Theres a spider above my bed calming my fear by listening to green day love,2,1,positive,neutral
"Got my tattoo fixed today, and it didn`t hurt to much, thank god Can`t wait to get the next one. $$$.","Got my tattoo fixed today, and it didn`t hurt to much, thank god Can`t wait to get the next one. $$$.",2,1,positive,neutral
Sick Right now very thankful for my chicken soup and my bed!,Sick Right now very thankful for my chicken soup and my bed!,1,0,neutral,negative
"Oficially Back to work, all system up and running smoothly","Oficially Back to work, all system up and running smoothly",2,1,positive,neutral
"LOVED AP Tour in Columbus, OH last night! I`m still exhausted! Goin to bed now so sweet dreams!! gnight!!","LOVED AP Tour in Columbus, OH last night! I`m still exhausted! Goin to bed now so sweet dreams!! gnight!!",1,2,neutral,positive
Now have an unpleasant talk w/n-laws 2 look 4ward 2..,Now have an unpleasant talk w/n-laws 2 look 4ward 2..,0,1,negative,neutral
and I have a gentleman`s agreement: Whoever win the first match (or is it best of three?) pay for the other person`s copy.,and I have a gentleman`s agreement: Whoever win the first match (or is it best of three?) pay for the other person`s copy.,1,2,neutral,positive
Had a blood test today. Wasn`t too bad really. Needed to dash 2 Starbucks after to revive my spirit with a nice Iced latte & a bun.Yum!,Had a blood test today. Wasn`t too bad really. Needed to dash 2 Starbucks after to revive my spirit with a nice Iced latte & a bun.Yum!,2,1,positive,neutral
my mum trying to make me feel ebtter about stopping voting adn not NOT_winning NOT_shortstack. NOT_i NOT_almost NOT_cried.,my mum trying to make me feel ebtter about stopping voting adn not NOT_winning NOT_shortstack. NOT_i NOT_almost NOT_cried.,1,0,neutral,negative
Ada acara menarik lain: Keys to the VIP di channel V. Ttg straight yg dikasih task to approach stranger in the crowd.. Hmm,Ada acara menarik lain: Keys to the VIP di channel V. Ttg straight yg dikasih task to approach stranger in the crowd.. Hmm,1,2,neutral,positive
"Oh yeah, Radio1 is SO playing Earth, Wind and Fire","Oh yeah, Radio1 is SO playing Earth, Wind and Fire",2,1,positive,neutral
how you get a day off and you still aint hit me.. Where is the lOVE?,how you get a day off and you still aint hit me.. Where is the lOVE?,1,2,neutral,positive
off to work... off at 10:30..lammmee,off to work... off at 10:30..lammmee,0,1,negative,neutral
Grey`s `Sweet Surrender` URL,Grey`s `Sweet Surrender` URL,1,2,neutral,positive
URL - I saw this pic and it reminded me of you in Anna and the King.. so cuute little fella,URL - I saw this pic and it reminded me of you in Anna and the King.. so cuute little fella,2,1,positive,neutral
no NOT_sleeping NOT_for NOT_me NOT_im NOT_at NOT_work NOT_it NOT_will NOT_be NOT_summer NOT_break NOT_soon. NOT_Tell NOT_them NOT_to NOT_get NOT_there NOT_butts NOT_out NOT_of NOT_bed NOT_lol,no NOT_sleeping NOT_for NOT_me NOT_im NOT_at NOT_work NOT_it NOT_will NOT_be NOT_summer NOT_break NOT_soon. NOT_Tell NOT_them NOT_to NOT_get NOT_there NOT_butts NOT_out NOT_of NOT_bed NOT_lol,1,0,neutral,negative
*points at the gear question I just posted* I cant NOT_get NOT_the NOT_rest NOT_of NOT_my NOT_Dreadweave NOT_set,*points at the gear question I just posted* I cant NOT_get NOT_the NOT_rest NOT_of NOT_my NOT_Dreadweave NOT_set,1,0,neutral,negative
"17 thing to do, the last thing on my mind is cleaning up everyone`s cake mess","17 thing to do, the last thing on my mind is cleaning up everyone`s cake mess",0,1,negative,neutral
My dad is taking me to school & picking me up tomoz. Plus I have drama almost all day. Score bludge day,My dad is taking me to school & picking me up tomoz. Plus I have drama almost all day. Score bludge day,0,1,negative,neutral
_007 so I tried to send you a direct message and I can`t because you aren`t following me,_007 so I tried to send you a direct message and I can`t because you aren`t following me,1,0,neutral,negative
Happy it the weekend...LOVE ha knocked me down ya`ll!!!,Happy it the weekend...LOVE ha knocked me down ya`ll!!!,1,2,neutral,positive
I like that...gonna have to re-tell,I like that...gonna have to re-tell,2,1,positive,neutral
it`s Under a Honeymoon by The Good Life,it`s Under a Honeymoon by The Good Life,1,2,neutral,positive
Having a pj dayy..Doesnt happen veryy often,Having a pj dayy..Doesnt happen veryy often,1,2,neutral,positive
I must admit when i first saw that name posted i thought it wa an exploit attempt,I must admit when i first saw that name posted i thought it wa an exploit attempt,0,1,negative,neutral
twitter ha spam!!?? oh no,twitter ha spam!!?? oh no,1,0,neutral,negative
ahhh bank holiday slept late now going to dinner in my sister who a real 'monica' hahah and im late il get cold dinner now,ahhh bank holiday slept late now going to dinner in my sister who a real 'monica' hahah and im late il get cold dinner now,1,0,neutral,negative
That version is not NOT_compatible NOT_with NOT_Vista.,That version is not NOT_compatible NOT_with NOT_Vista.,1,0,neutral,negative
4am. And Im on the beach. Pretty,4am. And Im on the beach. Pretty,2,0,positive,negative
Today is going to be a normal day for I hope. We had a group of pilot from a large airline come in last night so it wa too much drink,Today is going to be a normal day for I hope. We had a group of pilot from a large airline come in last night so it wa too much drink,1,2,neutral,positive
"Apparently TV could not NOT_be NOT_fixed NOT_On NOT_the NOT_plus NOT_side, NOT_we NOT_are NOT_being NOT_refunded NOT_the NOT_cost NOT_of NOT_it NOT_and NOT_can NOT_buy NOT_a NOT_new NOT_one.","Apparently TV could not NOT_be NOT_fixed NOT_On NOT_the NOT_plus NOT_side, NOT_we NOT_are NOT_being NOT_refunded NOT_the NOT_cost NOT_of NOT_it NOT_and NOT_can NOT_buy NOT_a NOT_new NOT_one.",1,0,neutral,negative
"'Bad word are a crutch, they lead to tattoo and peircings!' Hahahaha!","'Bad word are a crutch, they lead to tattoo and peircings!' Hahahaha!",1,2,neutral,positive
I forgot about it and I already ate lunch so I guess I`m not NOT_going.,I forgot about it and I already ate lunch so I guess I`m not NOT_going.,1,0,neutral,negative
but it all went too quick and there wasn`t a chance lol,but it all went too quick and there wasn`t a chance lol,0,1,negative,neutral
"Oh and PS. Since it is already 12:30, I should probably say 'Happy Mother`s Day' to my Mom and all the mother out there!","Oh and PS. Since it is already 12:30, I should probably say 'Happy Mother`s Day' to my Mom and all the mother out there!",2,1,positive,neutral
love it when mom and dad come to visit! nothin better,love it when mom and dad come to visit! nothin better,1,2,neutral,positive
umm..nope not NOT_anymoree,umm..nope not NOT_anymoree,1,0,neutral,negative
"oh my god, i finally found someone online! haha","oh my god, i finally found someone online! haha",2,1,positive,neutral
writing report card soo tired but what an amazing day. check it out on fb soon!,writing report card soo tired but what an amazing day. check it out on fb soon!,2,1,positive,neutral
"_beery Yeah little rough this morning but more tonight, and tomorrow night if all go a planned. Caloric intake off the chart","_beery Yeah little rough this morning but more tonight, and tomorrow night if all go a planned. Caloric intake off the chart",0,1,negative,neutral
"i want to go out tonight, but i ain`t go no NOT_money NOT_and no NOT_one NOT_to NOT_go NOT_with NOT_any NOT_takers???","i want to go out tonight, but i ain`t go no NOT_money NOT_and no NOT_one NOT_to NOT_go NOT_with NOT_any NOT_takers???",0,1,negative,neutral
i must have just missed you. I wa down there until 9:40 or so. Not NOT_sure NOT_if NOT_I`ll NOT_make NOT_it NOT_down NOT_again,i must have just missed you. I wa down there until 9:40 or so. Not NOT_sure NOT_if NOT_I`ll NOT_make NOT_it NOT_down NOT_again,1,0,neutral,negative
The nocturnal serendipity... Kashmir is an important mean to that end...,The nocturnal serendipity... Kashmir is an important mean to that end...,2,1,positive,neutral
"Huge test at the parents` house. The food is so good, but stuck to one helping, no NOT_seconds. NOT_Feels NOT_good.","Huge test at the parents` house. The food is so good, but stuck to one helping, no NOT_seconds. NOT_Feels NOT_good.",2,1,positive,neutral
I will not NOT_be NOT_late. NOT_I NOT_will not NOT_be NOT_late. NOT_I NOT_will not NOT_be NOT_late.,I will not NOT_be NOT_late. NOT_I NOT_will not NOT_be NOT_late. NOT_I NOT_will not NOT_be NOT_late.,2,0,positive,negative
Just read it too. I meant the toy though.,Just read it too. I meant the toy though.,1,2,neutral,positive
"let me guess ... ran a few miles? Respect dude, I can`t do it. Maybe you should train me","let me guess ... ran a few miles? Respect dude, I can`t do it. Maybe you should train me",2,1,positive,neutral
_c ive sorted it now operating system and all apps are on a seperate 60gb drive,_c ive sorted it now operating system and all apps are on a seperate 60gb drive,2,1,positive,neutral
bored,bored,1,0,neutral,negative
I don`t like fishfingers. I don`t like fish or seafood really. But enjoy it,I don`t like fishfingers. I don`t like fish or seafood really. But enjoy it,1,2,neutral,positive
